[Header]	
System	TOCV-TNM	
S/W Version	1.00	
User		
Date/Time	9/2/2025 9:59:05 AM	

[Data]	
Type	Anal.	Sample Name	Sample ID	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	
Unknown	TOC	082925_B244		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 8:20:01 PM	1	2	TC	333.6	334.6	65.98	66.19	TOC:21.21mg/L TC:66.19mg/L IC:44.98mg/L	TOC:21.21mg/L TC:66.19mg/L IC:44.98mg/L	1.485	0.44	0.2937	0.44	24	0	50	
Unknown	TOC	082925_B244		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 8:22:50 PM	1	1	IC	230.6	229.8	45.13	44.98	TOC:21.21mg/L TC:66.19mg/L IC:44.98mg/L	TOC:21.21mg/L TC:66.19mg/L IC:44.98mg/L	1.131	0.49	0.2214	0.49	24	0	50	
Unknown	TOC	082925_B244		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 8:25:20 PM	1	2	IC	229.0	229.8	44.82	44.98	TOC:21.21mg/L TC:66.19mg/L IC:44.98mg/L	TOC:21.21mg/L TC:66.19mg/L IC:44.98mg/L	1.131	0.49	0.2214	0.49	24	0	50	
Unknown	TOC	082925_B245		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 8:31:25 PM	1	1	TC	449.6	447.5	88.92	88.51	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	2.970	0.66	0.5874	0.66	25	0	50	
Unknown	TOC	082925_B245		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 8:34:45 PM	1	2	TC	445.4	447.5	88.09	88.51	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	2.970	0.66	0.5874	0.66	25	0	50	
Unknown	TOC	082925_B245		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 8:37:35 PM	1	1	IC	245.0	244.8	47.95	47.90	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	0.3536	0.14	0.06920	0.14	25	0	50	
Unknown	TOC	082925_B245		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 8:40:08 PM	1	2	IC	244.5	244.8	47.85	47.90	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	TOC:40.60mg/L TC:88.51mg/L IC:47.90mg/L	0.3536	0.14	0.06920	0.14	25	0	50	
Unknown	TOC	082925_B246		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 8:46:07 PM	1	1	TC	273.1	271.8	54.01	53.76	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	1.838	0.68	0.3636	0.68	26	0	50	
Unknown	TOC	082925_B246		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 8:49:19 PM	1	2	TC	270.5	271.8	53.50	53.76	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	1.838	0.68	0.3636	0.68	26	0	50	
Unknown	TOC	082925_B246		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 8:52:06 PM	1	1	IC	202.4	202.3	39.61	39.59	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	0.2121	0.10	0.04152	0.10	26	0	50	
Unknown	TOC	082925_B246		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 8:54:34 PM	1	2	IC	202.1	202.3	39.56	39.59	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	TOC:14.17mg/L TC:53.76mg/L IC:39.59mg/L	0.2121	0.10	0.04152	0.10	26	0	50	
Unknown	TOC	082925_B247		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:00:37 PM	1	1	TC	299.4	298.1	59.21	58.96	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	1.838	0.62	0.3636	0.62	27	0	50	
Unknown	TOC	082925_B247		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:03:50 PM	1	2	TC	296.8	298.1	58.70	58.96	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	1.838	0.62	0.3636	0.62	27	0	50	
Unknown	TOC	082925_B247		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:06:36 PM	1	1	IC	190.8	191.1	37.34	37.39	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	0.3536	0.19	0.06920	0.19	27	0	50	
Unknown	TOC	082925_B247		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:09:05 PM	1	2	IC	191.3	191.1	37.44	37.39	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	TOC:21.56mg/L TC:58.96mg/L IC:37.39mg/L	0.3536	0.19	0.06920	0.19	27	0	50	
Unknown	TOC	082925_B248		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:15:03 PM	1	1	TC	308.4	307.0	60.99	60.71	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	2.051	0.67	0.4056	0.67	28	0	50	
Unknown	TOC	082925_B248		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:18:11 PM	1	2	TC	305.5	307.0	60.42	60.71	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	2.051	0.67	0.4056	0.67	28	0	50	
Unknown	TOC	082925_B248		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:20:58 PM	1	1	IC	184.4	184.4	36.09	36.10	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	0.07071	0.04	0.01384	0.04	28	0	50	
Unknown	TOC	082925_B248		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:23:25 PM	1	2	IC	184.5	184.4	36.11	36.10	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	TOC:24.61mg/L TC:60.71mg/L IC:36.10mg/L	0.07071	0.04	0.01384	0.04	28	0	50	
Unknown	TOC	082925_B249		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:29:26 PM	1	1	TC	252.4	251.0	49.92	49.64	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	1.980	0.79	0.3916	0.79	29	0	50	
Unknown	TOC	082925_B249		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:32:38 PM	1	2	TC	249.6	251.0	49.37	49.64	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	1.980	0.79	0.3916	0.79	29	0	50	
Unknown	TOC	082925_B249		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:35:21 PM	1	1	IC	149.1	147.4	29.18	28.86	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	2.333	1.58	0.4567	1.58	29	0	50	
Unknown	TOC	082925_B249		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:37:45 PM	1	2	IC	145.8	147.4	28.54	28.86	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	TOC:20.78mg/L TC:49.64mg/L IC:28.86mg/L	2.333	1.58	0.4567	1.58	29	0	50	
Unknown	TOC	082925_B250		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:43:37 PM	1	1	TC	203.3	202.9	40.21	40.13	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	0.5657	0.28	0.1119	0.28	30	0	50	
Unknown	TOC	082925_B250		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:46:48 PM	1	2	TC	202.5	202.9	40.05	40.13	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	0.5657	0.28	0.1119	0.28	30	0	50	
Unknown	TOC	082925_B250		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:49:32 PM	1	1	IC	138.2	138.2	27.05	27.05	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	0.000	0.00	0.000	0.00	30	0	50	
Unknown	TOC	082925_B250		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 9:52:00 PM	1	2	IC	138.2	138.2	27.05	27.05	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	TOC:13.08mg/L TC:40.13mg/L IC:27.05mg/L	0.000	0.00	0.000	0.00	30	0	50	
Unknown	TOC	082925_B251		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 9:58:02 PM	1	1	TC	514.0	511.9	101.7	101.2	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	2.970	0.58	0.5874	0.58	31	0	50	
Unknown	TOC	082925_B251		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:01:22 PM	1	2	TC	509.8	511.9	100.8	101.2	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	2.970	0.58	0.5874	0.58	31	0	50	
Unknown	TOC	082925_B251		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:04:15 PM	1	1	IC	322.3	322.9	63.08	63.19	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	0.7778	0.24	0.1522	0.24	31	0	50	
Unknown	TOC	082925_B251		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:06:49 PM	1	2	IC	323.4	322.9	63.30	63.19	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	TOC:38.05mg/L TC:101.2mg/L IC:63.19mg/L	0.7778	0.24	0.1522	0.24	31	0	50	
Unknown	TOC	082925_B252		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:12:55 PM	1	1	TC	415.0	413.3	82.08	81.74	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	2.404	0.58	0.4755	0.58	32	0	50	
Unknown	TOC	082925_B252		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:16:10 PM	1	2	TC	411.6	413.3	81.41	81.74	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	2.404	0.58	0.4755	0.58	32	0	50	
Unknown	TOC	082925_B252		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:18:59 PM	1	1	IC	245.5	246.2	48.05	48.18	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	0.9192	0.37	0.1799	0.37	32	0	50	
Unknown	TOC	082925_B252		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:21:29 PM	1	2	IC	246.8	246.2	48.31	48.18	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	TOC:33.56mg/L TC:81.74mg/L IC:48.18mg/L	0.9192	0.37	0.1799	0.37	32	0	50	
Unknown	TOC	082925_B253		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:27:31 PM	1	1	TC	204.7	204.8	40.49	40.50	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	0.07071	0.03	0.01399	0.03	33	0	50	
Unknown	TOC	082925_B253		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:30:47 PM	1	2	TC	204.8	204.8	40.50	40.50	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	0.07071	0.03	0.01399	0.03	33	0	50	
Unknown	TOC	082925_B253		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:33:36 PM	1	1	IC	125.1	124.6	24.49	24.38	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	0.7778	0.62	0.1522	0.62	33	0	50	
Unknown	TOC	082925_B253		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:36:02 PM	1	2	IC	124.0	124.6	24.27	24.38	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	TOC:16.12mg/L TC:40.50mg/L IC:24.38mg/L	0.7778	0.62	0.1522	0.62	33	0	50	
Unknown	TOC	082925_B254		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:41:59 PM	1	1	TC	266.8	267.0	52.77	52.80	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	0.2121	0.08	0.04196	0.08	34	0	50	
Unknown	TOC	082925_B254		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:45:09 PM	1	2	TC	267.1	267.0	52.83	52.80	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	0.2121	0.08	0.04196	0.08	34	0	50	
Unknown	TOC	082925_B254		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:47:52 PM	1	1	IC	152.1	152.4	29.77	29.84	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	0.4950	0.32	0.09688	0.32	34	0	50	
Unknown	TOC	082925_B254		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 10:50:20 PM	1	2	IC	152.8	152.4	29.91	29.84	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	TOC:22.96mg/L TC:52.80mg/L IC:29.84mg/L	0.4950	0.32	0.09688	0.32	34	0	50	
Unknown	TOC	082925_B255		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:56:29 PM	1	1	TC	530.2	527.2	104.9	104.3	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	4.313	0.82	0.8531	0.82	35	0	50	
Unknown	TOC	082925_B255		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 10:59:47 PM	1	2	TC	524.1	527.2	103.7	104.3	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	4.313	0.82	0.8531	0.82	35	0	50	
Unknown	TOC	082925_B255		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 11:02:38 PM	1	1	IC	295.9	293.6	57.92	57.46	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	3.323	1.13	0.6505	1.13	35	0	50	
Unknown	TOC	082925_B255		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 11:05:10 PM	1	2	IC	291.2	293.6	57.00	57.46	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	TOC:46.80mg/L TC:104.3mg/L IC:57.46mg/L	3.323	1.13	0.6505	1.13	35	0	50	
Unknown	TOC	082925_B256		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 11:11:10 PM	1	1	TC	112.7	111.8	22.29	22.11	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	1.273	1.14	0.2517	1.14	36	0	50	
Unknown	TOC	082925_B256		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 11:14:23 PM	1	2	TC	110.9	111.8	21.93	22.11	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	1.273	1.14	0.2517	1.14	36	0	50	
Unknown	TOC	082925_B256		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 11:17:03 PM	1	1	IC	100.0	100.3	19.57	19.63	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	0.4243	0.42	0.08304	0.42	36	0	50	
Unknown	TOC	082925_B256		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 11:19:24 PM	1	2	IC	100.6	100.3	19.69	19.63	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	TOC:2.480mg/L TC:22.11mg/L IC:19.63mg/L	0.4243	0.42	0.08304	0.42	36	0	50	
Unknown	TOC	082925_B257		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 11:25:12 PM	1	1	TC	126.0	124.8	24.92	24.67	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	1.768	1.42	0.3496	1.42	37	0	50	
Unknown	TOC	082925_B257		C:\TOC-L\CalCurves\Caitlin Webster\082925_TC_100ppm.2025_08_29_13_42_43.cal	1.00		8/29/2025 11:28:25 PM	1	2	TC	123.5	124.8	24.43	24.67	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	1.768	1.42	0.3496	1.42	37	0	50	
Unknown	TOC	082925_B257		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 11:31:07 PM	1	1	IC	113.7	113.3	22.25	22.19	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	0.4950	0.44	0.09688	0.44	37	0	50	
Unknown	TOC	082925_B257		C:\TOC-L\CalCurves\Caitlin Webster\082925_IC_100ppm.2025_08_29_14_24_51.cal	1.00		8/29/2025 11:33:31 PM	1	2	IC	113.0	113.3	22.12	22.19	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	TOC:2.487mg/L TC:24.67mg/L IC:22.19mg/L	0.4950	0.44	0.09688	0.44	37	0	50	
